movieId,year,genc
430,1993,[1 0]
431,1993,[5 0]
432,1994,[ 8  1 16]
433,1994,[1]
434,1993,[4 8 2]
435,1993,[1 9]
436,1994,[0 2]
437,1994,[1]
438,1994,[4 1 0]
439,1993,[0]
440,1993,[1 3]
441,1993,[1]
442,1993,[4 8 9]
443,1994,[8 7]
444,1993,[1 3]
445,1993,[1]
446,1993,[0 3]
447,1994,[1 3]
448,1993,[0]
449,1994,[1]
450,1994,[1 0]
451,1993,[ 0 10  3]
452,1994,[0]
453,1993,[1 3]
454,1993,[0 2]
455,1993,[ 8 13  0]
456,1994,[5 0 2]
457,1993,[2]
458,1993,[ 0 16]
459,1994,[4 8 5 0 3 2]
460,1994,[1]
461,1994,[0 3]
462,1994,[4 8]
463,1993,[5 0 2]
464,1993,[4 8 5 2]
465,1993,[ 4  0 12]
466,1993,[ 4  1 12]
467,1995,[1]
468,1995,[1 3]
469,1993,[0 3]
470,1994,[1]
471,1994,[1]
472,1994,[1 0]
473,1994,[ 1 12]
474,1993,[4 2]
475,1993,[0]
476,1994,[1 0]
477,1993,[ 0 14]
478,1994,[1 5 0]
479,1993,[4 5 2]
480,1993,[4 8 9 2]
481,1993,[0 2]
482,1994,[5 0 2]
483,1993,[0]
484,1994,[ 8 13]
485,1993,[ 4  8  1 11]
486,1993,[1]
487,1994,[ 1 16]
488,1993,[0 3]
489,1993,[1]
490,1993,[2]
491,1993,[0]
492,1993,[ 1 10]
493,1993,[4 5 0]
494,1996,[4 8 2]
495,1976,[0]
496,1994,[1 0 3 2]
497,1993,[1 3]
498,1993,[0 3]
499,1993,[1 3]
500,1993,[1 0]
501,1993,[0]
502,1994,[ 4 13  3]
503,1994,[0]
504,1994,[4 0 9]
505,1994,[1]
506,1992,[ 0 11  3]
507,1993,[5 0 2]
508,1993,[0]
509,1993,[0 3]
510,1993,[0]
511,1993,[4 0]
512,1994,[6 9]
513,1994,[ 1 10  3]
514,1994,[1]
515,1993,[0 3]
516,1994,[1 0]
517,1993,[ 4  0 10]
518,1994,[1]
519,1993,[4 5 0 9 2]
520,1993,[1]
521,1993,[5 2]
522,1992,[4 0]
523,1993,[0]
524,1993,[0]
525,1993,[0]
526,1992,[0]
527,1993,[ 0 12]
528,1994,[1 0]
529,1993,[0]
530,1994,[0]
531,1993,[13  0]
532,1994,[1 5 6]
533,1994,[ 4  8 11 10]
534,1993,[0 3]
535,1993,[0]
536,1994,[0]
537,1994,[0]
538,1993,[0]
539,1993,[1 0 3]
540,1993,[2]
541,1982,[4 9 2]
542,1993,[1 0 3]
543,1993,[1 3 2]
544,1993,[4 5]
545,1985,[0]
546,1993,[ 4  8 13  1 11  9]
547,1994,[4 8 2]
548,1994,[ 4 10  2]
549,1993,[ 0 14]
550,1994,[1 3]
551,1993,[15 13 11 14]
552,1993,[4 8 1 3]
553,1993,[ 4  0 16]
554,1994,[5 0 2]
555,1993,[5 2]
556,1993,[7]
558,1994,[ 4  8 15 13 11]
559,1993,[1]
560,1994,[0]
561,1994,[0 2]
562,1995,[1 0]
563,1993,[0 3]
564,1994,[1]
565,1993,[0 6]
566,1994,[1 3]
567,1993,[1 0]
568,1993,[1 0]
569,1994,[1 0]
570,1993,[1 0]
571,1994,[0 3]
572,1994,[0]
573,1992,[0]
574,1994,[1 0]
575,1994,[13  1]
576,1993,[1]
577,1994,[ 8 13  0]
579,1993,[5 2]
580,1994,[0]
581,1995,[7]
582,1993,[1 0]
583,1994,[1 0]
584,1993,[0 3]
585,1995,[1]
586,1990,[13  1]
587,1990,[ 1  0 11  3  2]
588,1992,[ 8 15 13  1 14]
589,1991,[4 9]
590,1990,[ 8  0 16]
591,1995,[4 0 2]
592,1989,[4 5 2]
593,1991,[5 6 2]
594,1937,[15 13  0 11 14]
595,1991,[15 13 11 14  3 19]
596,1940,[15 13 11 14]
597,1990,[1 3]
598,1994,[ 1 11]
599,1969,[ 8 16]
600,1994,[4 1 5]
601,1994,[0]
602,1994,[7]
603,1995,[1]
604,1996,[7]
605,1996,[0 3]
606,1995,[11  6]
607,1993,[0]
608,1996,[1 5 0 2]
609,1996,[ 8 13]
610,1981,[ 4  8 15  6  9]
611,1996,[4 6 9]
612,1996,[1]
613,1996,[0 3]
614,1994,[0 2]
615,1973,[1 0]
616,1970,[15 13]
617,1995,[1 0]
618,1995,[1 3]
619,1996,[1]
620,1991,[0]
621,1993,[0]
623,1995,[3]
624,1995,[4 0 2]
625,1990,[0]
626,1996,[1]
627,1995,[0 2]
628,1996,[ 5  0 10  2]
629,1995,[0]
630,1996,[0 3]
631,1996,[ 8 15 13 11 14  3]
632,1995,[ 0 12]
633,1995,[1]
634,1995,[1]
635,1996,[1 0]
636,1995,[0]
637,1996,[1]
638,1995,[3]
639,1996,[1 0]
640,1996,[0 2]
641,1994,[ 8 13  1]
642,1995,[0]
643,1996,[1]
644,1996,[1]
645,1995,[0]
647,1996,[ 4  5  0 12]
648,1996,[ 4  8 10  2]
649,1995,[1 0]
650,1996,[0]
651,1996,[1]
652,1995,[ 6 10  2]
653,1996,[ 4  8 11]
654,1996,[0 3]
655,1995,[1]
656,1996,[1]
657,1994,[1 0]
658,1995,[ 0 14]
659,1960,[5 0 2]
660,1996,[0]
661,1996,[ 8 15 13 11 14]
662,1996,[2]
663,1996,[1]
664,1996,[1]
665,1995,[ 1  0 12]
666,1995,[ 0  3 12]
667,1996,[4]
668,1955,[0]
670,1959,[0]
671,1996,[1 9]
672,1995,[0]
673,1996,[ 8 15 13  1 11  9]
674,1968,[8 1 9]
675,1994,[4 0 2]
676,1996,[1 6 9]
678,1993,[0 2]
679,1995,[0]
680,1965,[ 0 10  3  9  2]
681,1981,[5]
682,1994,[7 0]
683,1993,[7]
684,1980,[0]
685,1996,[0]
687,1994,[0 3]
688,1995,[ 4  8  1 12]
690,1995,[0 3]
691,1996,[1 3]
692,1996,[4 9 2]
693,1994,[0]
694,1996,[4 5 0]
695,1996,[10  2]
696,1995,[0 2]
697,1996,[0 3]
698,1995,[0]
699,1991,[0]
700,1995,[1]
701,1992,[0]
702,1968,[0]
703,1996,[0]
704,1996,[4 8]
705,1996,[1]
706,1996,[0]
707,1996,[5 0 2]
708,1996,[1 3]
709,1988,[ 8 15 13  1 14]
710,1996,[1]
711,1996,[ 8 13]
712,1994,[5 0 3 2]
713,1994,[0]
714,1995,[ 0 10 16]
715,1995,[0 3]
716,1975,[5]
717,1995,[1]
718,1993,[ 1 11  9]
719,1996,[1]
720,1996,[ 8 15  1]
721,1995,[0]
722,1996,[7]
723,1986,[0]
724,1996,[ 0 11  6  2]
725,1996,[1]
726,1996,[0]
727,1995,[7]
728,1995,[1]
729,1995,[0]
730,1994,[0]
731,1996,[5 2]
732,1996,[5]
733,1996,[4 8 2]
734,1996,[1]
735,1994,[6]
736,1996,[4 8 3 2]
737,1996,[4 9]
738,1995,[0]
739,1996,[1]
741,1995,[15  9]
742,1996,[6 2]
743,1996,[1]
744,1995,[0]
745,1995,[15 13  1]
746,1948,[17]
747,1996,[1]
748,1996,[4 9 2]
749,1943,[0]
750,1964,[ 1 12]
751,1992,[1 6]
752,1992,[1 7 3]
753,1995,[1 0 3]
754,1995,[ 8 13]
755,1950,[13  0]
756,1994,[7]
757,1994,[0]
758,1992,[0]
759,1994,[7]
760,1993,[ 0 12]
761,1996,[4 8]
762,1996,[1 5]
763,1996,[1 0]
764,1995,[0 3]
765,1996,[1 0]
766,1996,[0]
767,1995,[1 0]
768,1995,[0]
769,1996,[7]
770,1946,[0]
771,1987,[1 0]
772,1992,[1]
773,1973,[0]
774,1982,[0]
775,1968,[ 6 10]
776,1994,[1 0]
777,1995,[12]
778,1996,[1 5 0]
779,1997,[0 3]
780,1996,[4 8 9 2]
781,1996,[0]
782,1996,[0 2]
783,1996,[15 13  0 14  3]
784,1996,[1 2]
785,1996,[1]
786,1996,[4 0 2]
787,1995,[7]
788,1996,[ 1 11  3  9]
789,1990,[0]
790,1994,[0]
791,1994,[7]
792,1987,[11]
793,1993,[0]
794,1994,[1 0]
795,1994,[0]
796,1974,[0]
797,1991,[1]
798,1996,[4 8 0 2]
799,1996,[1 6 2]
800,1996,[ 0 10 16]
801,1996,[13  1]
802,1996,[0 3]
803,1996,[1 0 3]
804,1996,[1 3]
805,1996,[0 2]
806,1996,[5 0]
807,1995,[1 3]
808,1996,[ 8 13]
809,1996,[4 8]
810,1996,[13  1 11]
812,1994,[0]
813,1996,[1]
814,1995,[0]
815,1996,[ 4 10  2]
816,1995,[0]
818,1996,[1]
819,1993,[1 0]
820,1956,[0]
821,1995,[0 3]
822,1992,[ 0  3 12]
823,1967,[0]
824,1993,[ 0 10]
825,1996,[1 3]
826,1995,[0]
827,1995,[0]
828,1996,[ 8 13]
829,1996,[ 1 11 14]
830,1996,[1]
831,1995,[0]
832,1996,[5 2]
833,1996,[1]
834,1996,[1]
835,1996,[0]
836,1996,[4 8 2]
837,1996,[13  1 11]
838,1996,[1 0 3]
839,1996,[4 2]
840,1996,[13  1]
841,1959,[6]
842,1996,[1 6]
843,1995,[0]
844,1994,[0]
845,1994,[0]
846,1995,[0]
847,1996,[1 0]
848,1996,[0]
849,1996,[4 8 9 2]
850,1995,[5 0]
851,1996,[0]
852,1996,[1 0 3]
853,1991,[0]
854,1958,[0]
855,1990,[0]
856,1993,[1]
857,1949,[0]
858,1972,[5 0]
859,1996,[7]
860,1994,[1]
861,1992,[4 1 5 2]
862,1996,[0]
864,1995,[1 0]
865,1996,[0]
866,1996,[5 0 3 2]
867,1996,[1 5]
868,1991,[1]
869,1996,[ 5  0 14  2]
870,1997,[1]
871,1996,[1]
872,1994,[0]
873,1976,[0]
874,1995,[5 0]
875,1994,[4 5 0]
876,1993,[4 1 5 2]
877,1996,[1 0]
878,1995,[0]
879,1997,[6 2]
880,1996,[9 2]
881,1996,[13  1]
882,1996,[0 2]
884,1996,[0]
885,1996,[13  0 11]
886,1996,[4 1 5]
887,1998,[0]
888,1995,[ 8 15 13 14]
889,1994,[0 3]
890,1988,[2]
891,1995,[6 2]
892,1996,[1 0 3]
893,1996,[0]
894,1933,[3]
895,1992,[0]
896,1994,[0]
897,1943,[ 8  0  3 12]
898,1940,[1 0 3]
899,1952,[ 1 14  3]
900,1951,[14  3]
901,1957,[ 1 14]
902,1961,[0 3]
903,1958,[ 0 10  3  2]
904,1954,[10  2]
905,1934,[1 3]
906,1944,[0 2]
907,1934,[ 1 14  3]
908,1959,[ 4  8 10  3  2]
909,1960,[1 0 3]
910,1959,[1 5]
911,1963,[ 1  5 10  3  2]
912,1942,[0 3]
913,1941,[17 10]
914,1964,[ 1  0 14  3]
915,1954,[1 3]
916,1953,[1 0 3]
917,1939,[13  0]
918,1944,[14]
919,1939,[ 8 13 11 14]
920,1939,[ 0  3 12]
921,1982,[1]
922,1950,[ 0 17  3]
923,1941,[ 0 10]
924,1968,[8 0 9]
925,1947,[ 8  3 12]
926,1950,[0]
927,1939,[1]
928,1940,[ 0 10  3  2]
929,1940,[ 0 17 10  2]
930,1946,[17  3  2]
931,1945,[10  3  2]
932,1957,[0 3]
933,1955,[ 5 10  3  2]
934,1950,[1]
935,1953,[ 1 14]
936,1939,[1 3]
937,1957,[1 3]
938,1958,[14]
939,1958,[1 0]
940,1938,[4 8 3]
941,1940,[8]
942,1944,[ 5 17 10]
943,1947,[ 0 11  3]
944,1937,[0]
945,1935,[ 1 14  3]
946,1942,[ 1  0 12]
947,1936,[1 3]
948,1956,[ 0  3 16]
949,1955,[0]
950,1934,[1 5]
951,1940,[1 3]
952,1956,[8 1]
953,1946,[ 0 11  3]
954,1939,[0]
955,1938,[1 3]
956,1941,[0 3]
957,1926,[0]
958,1943,[ 1 10]
959,1934,[0]
960,1946,[5 0]
961,1936,[0]
962,1939,[5 0]
963,1949,[14]
964,1947,[ 3 16]
965,1935,[ 0 10  2]
966,1945,[12]
967,1943,[16]
968,1968,[6 9 2]
969,1951,[ 8  1  3 12]
970,1953,[8 1 5 0 3]
971,1958,[0]
972,1954,[0]
973,1941,[1 0]
974,1938,[0 3]
975,1937,[ 1 14]
976,1932,[ 3 12]
977,1936,[10]
979,1995,[ 0 12]
980,1985,[4]
981,1997,[0]
982,1955,[0]
983,1995,[3]
984,1996,[1 0]
985,1995,[7]
986,1996,[ 8 13]
987,1997,[0 3]
988,1996,[1 0]
989,1995,[0]
990,1996,[4 8 2]
991,1996,[0]
992,1996,[2]
993,1996,[0]
994,1996,[1 0]
996,1996,[4 5 0 2]
997,1996,[0 2]
998,1996,[4 5]
999,1996,[ 5 17]
1000,1996,[5]
1001,1979,[1]
1002,1996,[1 3]
1003,1996,[0 2]
1004,1996,[4 2]
1005,1996,[13  1]
1006,1996,[0]
1007,1975,[13  1 16]
1008,1955,[ 8 16]
1009,1975,[ 8 13 11]
1010,1969,[13  1]
1011,1974,[ 8 13  1]
1012,1957,[13  0]
1013,1961,[13  1  3]
1014,1960,[13  1  0]
1015,1993,[ 8 13  0]
1016,1959,[13  1]
1017,1960,[ 8 13]
1018,1965,[13  1 10]
1019,1954,[8 0 9]
1020,1993,[1]
1021,1994,[13  1]
1022,1950,[15 13 11 14  3]
1023,1968,[15 13 14]
1024,1945,[15 13 14]
1025,1963,[15 13 11 14]
1026,1949,[13  0]
1027,1991,[8 0]
1028,1964,[13  1 11 14]
1029,1941,[15 13  0 14]
1030,1977,[ 8 15 13 14]
1031,1971,[ 8 13 14]
1032,1951,[ 8 15 13 11 14]
1033,1981,[15 13  0]
1034,1996,[1 5 0 2]
1035,1965,[14  3]
1036,1988,[4 5 2]
1037,1992,[4 6 9 2]
1038,1996,[0]
1039,1995,[7]
1040,1996,[0]
1041,1996,[0]
1042,1996,[1 0]
1043,1996,[0 3]
1044,1996,[0]
1045,1996,[1 0]
1046,1996,[0 3]
1047,1996,[4 0 2]
1049,1996,[4 8]
1050,1996,[7 0]
1051,1996,[0]
1052,1996,[0]
1053,1996,[5 0 3]
1054,1996,[0]
1055,1997,[2]
1056,1996,[0]
1057,1996,[ 1 14  3]
1058,1996,[0]
1059,1996,[0 3]
1060,1996,[1 0]
1061,1996,[2]
1062,1996,[0]
1063,1996,[0]
1064,1996,[15 13  1 11 14  3]
1065,1950,[10]
1066,1937,[ 1 14  3]
1067,1937,[ 1 14  3]
1068,1947,[ 5 17]
1069,1944,[ 5 17  2]
1070,1952,[8]
1071,1994,[ 3 12]
1073,1971,[13  1 11 14]
1075,1994,[1 3]
1076,1961,[0 6 2]
1077,1973,[1 9]
1078,1971,[ 1 12]
1079,1988,[1 5]
1080,1979,[1]
1081,1982,[ 1 14  3]
1082,1972,[0]
1083,1965,[ 1 14]
1084,1967,[5 0]
1085,1958,[8 0]
1086,1954,[ 5 10  2]
1087,1995,[14]
1088,1987,[ 0 14  3]
1089,1992,[ 5 10  2]
1090,1986,[ 0 12]
1091,1989,[1]
1092,1992,[ 5 10  2]
1093,1991,[0]
1094,1992,[0 3 2]
1095,1992,[0]
1096,1982,[0]
1097,1982,[13  0  9]
1098,1996,[1]
1099,1938,[13  0 11]
1100,1990,[4 0 3]
1101,1986,[4 3]
1102,1996,[4]
1103,1955,[0]
1104,1951,[0]
1105,1996,[6]
1106,1996,[7]
1107,1991,[1]
1109,1996,[0]
1110,1996,[4]
1111,1996,[7]
1112,1996,[4 1 0]
1113,1996,[1]
1114,1996,[5 0]
1115,1995,[0]
1116,1995,[0]
1117,1996,[0]
1118,1995,[ 4  8  5  0 16]
1119,1995,[0]
1120,1996,[1 0]
1121,1995,[0]
1122,1995,[7]
1123,1996,[7]
1124,1981,[0]
1125,1975,[1 5]
1126,1991,[ 1 11]
1127,1989,[4 8 9 2]
1128,1980,[6]
1129,1981,[4 8 9 2]
1130,1980,[ 6 10]
1131,1986,[ 0 10]
1132,1986,[0]
1133,1994,[1 0]
1134,1993,[4 0]
1135,1980,[1]
1136,1975,[ 8  1 11]
1137,1996,[3]
1138,1995,[0]
1139,1996,[0]
1140,1996,[0]
1141,1995,[0]
1142,1996,[0]
1143,1996,[1]
1144,1996,[7]
1145,1996,[7]
1146,1995,[1 0]
1147,1996,[7]
1148,1993,[15 13  1  5]
1149,1994,[7 0]
1150,1982,[0]
1151,1994,[15  1  2]
1152,1948,[ 5 17  2]
1153,1948,[17]
1154,1947,[17]
1155,1986,[0]
1156,1944,[0]
1157,1946,[0]
1158,1935,[1]
1159,1935,[3]
1160,1934,[1]
1161,1979,[ 0 12]
1162,1972,[1 0]
1163,1994,[0]
1164,1967,[0]
1165,1996,[0 2]
1166,1997,[1]
1167,1996,[1]
1168,1996,[4 8 6]
1169,1990,[7]
1170,1995,[4]
1171,1992,[1]
1172,1989,[0]
1173,1989,[1 0]
1174,1994,[1]
1175,1991,[1 0 3]
1176,1991,[ 0 11  3]
1177,1992,[0 3]
1178,1957,[ 0 12]
1179,1990,[ 5  0 17]
1180,1991,[1]
1181,1997,[16]
1183,1996,[ 0  3 12]
1184,1991,[1 0]
1185,1989,[0]
1186,1989,[0]
1187,1992,[0]
1188,1992,[1 3]
1189,1988,[7]
1190,1990,[5 0 3]
1191,1991,[ 7 14]
1192,1990,[7]
1193,1975,[0]
1194,1978,[1]
1196,1980,[4 8 9]
1197,1987,[ 4  8  1 11  3]
1198,1981,[4 8]
1199,1985,[11  9]
1200,1986,[4 8 6 9]
1201,1966,[ 4  8 16]
1202,1987,[1]
1203,1957,[0]
1204,1962,[ 8  0 12]
1206,1971,[5 0 9 2]
1207,1962,[0]
1208,1979,[ 4  0 12]
1209,1968,[ 4  0 16]
1210,1983,[4 8 9]
1211,1987,[ 0 11  3]
1212,1949,[17 10  2]
1213,1990,[5 0]
1214,1979,[6 9]
1215,1993,[ 4  8  1 11  6]
1216,1988,[8 0 3]
1217,1985,[ 0 12]
1218,1989,[4 5 0 2]
1219,1960,[5 6]
1220,1980,[ 4  1 14]
1221,1974,[5 0]
1222,1987,[ 0 12]
1223,1989,[ 8 15 13  1  9]
1224,1989,[ 4  0  3 12]
1225,1984,[0]
1226,1952,[0 3]
1227,1984,[5 0]
1228,1980,[0]
1230,1977,[1 3]
