MovieID,Title,Genres,Year,Gencode
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,1001000110000000000
114,Margaret's Museum,Drama,1995,0000001000000000000
116,Anne Frank Remembered,Documentary,1995,0000000000000010000
117,"Young Poisoner's Handbook, The",Crime|Drama,1995,0000001010000000000
121,"Boys of St. Vincent, The",Drama,1992,0000001000000000000
122,Boomerang,Comedy|Romance,1992,0001010000000000000
123,Chungking Express (Chóngqìng Senlín),Drama|Mystery|Romance,1994,0000011000010000000
125,Flirting With Disaster,Comedy,1996,0001000000000000000
129,Pie in the Sky,Comedy|Romance,1996,0001010000000000000
132,Jade,Thriller,1995,0000000001000000000
134,Sonic Outlaws,Documentary,1995,0000000000000010000
135,Down Periscope,Comedy,1996,0001000000000000000
136,From the Journals of Jean Seberg,Documentary,1995,0000000000000010000
140,Up Close and Personal,Drama|Romance,1996,0000011000000000000
141,"Birdcage, The",Comedy,1996,0001000000000000000
144,"Brothers McMullen, The",Comedy,1995,0001000000000000000
145,Bad Boys,Action,1995,0000000100000000000
147,"Basketball Diaries, The",Drama,1995,0000001000000000000
148,"Awfully Big Adventure, An",Drama,1995,0000001000000000000
149,Amateur,Crime|Drama|Thriller,1994,0000001011000000000
150,Apollo 13,Adventure|Drama,1995,1000001000000000000
151,Rob Roy,Action|Drama|Romance|War,1995,0000011100000001000
152,"Addiction, The",Drama|Horror,1995,0000001000100000000
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,1001000110000000000
154,Belle de jour,Drama,1967,0000001000000000000
155,Beyond Rangoon,Adventure|Drama|War,1995,1000001000000001000
156,Blue in the Face,Comedy|Drama,1995,0001001000000000000
157,Canadian Bacon,Comedy|War,1995,0001000000000001000
158,Casper,Adventure|Children,1995,1010000000000000000
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,1000000100011000000
161,Crimson Tide,Drama|Thriller|War,1995,0000001001000001000
162,Crumb,Documentary,1994,0000000000000010000
163,Desperado,Action|Romance|Thriller,1995,0000010101000000000
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,0000000011010000010
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,0000000111000000000
166,"Doom Generation, The",Comedy|Crime|Drama,1995,0001001010000000000
167,Feast of July,Drama,1995,0000001000000000000
168,First Knight,Action|Drama|Romance,1995,0000011100000000000
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,1010001000000000000
170,Hackers,Action|Adventure|Crime|Thriller,1995,1000000111000000000
171,Jeffrey,Comedy|Drama,1995,0001001000000000000
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,0000000101001000000
173,Judge Dredd,Action|Crime|Sci-Fi,1995,0000000110001000000
174,Jury Duty,Comedy,1995,0001000000000000000
175,Kids,Drama,1995,0000001000000000000
176,Living in Oblivion,Comedy,1995,0001000000000000000
177,Lord of Illusions,Horror,1995,0000000000100000000
178,Love & Human Remains,Comedy|Drama,1993,0001001000000000000
179,Mad Love,Drama|Romance,1995,0000011000000000000
180,Mallrats,Comedy,1995,0001000000000000000
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,0010000100000000000
183,Mute Witness,Comedy|Horror|Thriller,1994,0001000001100000000
184,Nadja,Drama,1994,0000001000000000000
185,"Net, The",Action|Crime|Thriller,1995,0000000111000000000
186,Nine Months,Comedy|Romance,1995,0001010000000000000
187,Party Girl,Comedy,1995,0001000000000000000
188,"Prophecy, The",Fantasy|Horror|Mystery,1995,0000100000110000000
189,Reckless,Comedy|Fantasy,1995,0001100000000000000
190,Safe,Thriller,1995,0000000001000000000
191,"Scarlet Letter, The",Drama|Romance,1995,0000011000000000000
193,Showgirls,Drama,1995,0000001000000000000
194,Smoke,Comedy|Drama,1995,0001001000000000000
196,Species,Horror|Sci-Fi,1995,0000000000101000000
198,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,0000001111011000000
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",Drama|Musical,1964,0000001000000000100
201,Three Wishes,Drama,1995,0000001000000000000
202,Total Eclipse,Drama|Romance,1995,0000011000000000000
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995,0001000000000000000
204,Under Siege 2: Dark Territory,Action,1995,0000000100000000000
205,Unstrung Heroes,Comedy|Drama,1995,0001001000000000000
207,"Walk in the Clouds, A",Drama|Romance,1995,0000011000000000000
208,Waterworld,Action|Adventure|Sci-Fi,1995,1000000100001000000
213,Burnt by the Sun (Utomlyonnye solntsem),Drama,1994,0000001000000000000
214,Before the Rain (Pred dozhdot),Drama|War,1994,0000001000000001000
215,Before Sunrise,Drama|Romance,1995,0000011000000000000
216,Billy Madison,Comedy,1995,0001000000000000000
218,Boys on the Side,Comedy|Drama,1995,0001001000000000000
220,Castle Freak,Horror,1995,0000000000100000000
222,Circle of Friends,Drama|Romance,1995,0000011000000000000
223,Clerks,Comedy,1994,0001000000000000000
224,Don Juan DeMarco,Comedy|Drama|Romance,1995,0001011000000000000
225,Disclosure,Drama|Thriller,1994,0000001001000000000
227,Drop Zone,Action|Thriller,1994,0000000101000000000
229,Death and the Maiden,Drama|Thriller,1994,0000001001000000000
230,Dolores Claiborne,Drama|Thriller,1995,0000001001000000000
231,Dumb & Dumber,Comedy,1994,0001000000000000000
232,Eat Drink Man Woman (Yin shi nan nu),Comedy|Drama|Romance,1994,0001011000000000000
233,Exotica,Drama,1994,0000001000000000000
234,Exit to Eden,Comedy,1994,0001000000000000000
235,Ed Wood,Comedy|Drama,1994,0001001000000000000
236,French Kiss,Action|Comedy|Romance,1995,0001010100000000000
237,Forget Paris,Comedy|Romance,1995,0001010000000000000
239,"Goofy Movie, A",Animation|Children|Comedy|Romance,1995,0111010000000000000
240,Hideaway,Thriller,1995,0000000001000000000
242,Farinelli: il castrato,Drama|Musical,1994,0000001000000000100
246,Hoop Dreams,Documentary,1994,0000000000000010000
247,Heavenly Creatures,Crime|Drama|Fantasy|Romance|Thriller,1994,0000111011000000000
248,Houseguest,Comedy,1994,0001000000000000000
249,Immortal Beloved,Drama|Romance,1994,0000011000000000000
250,Heavyweights (a.k.a. Heavy Weights),Children|Comedy,1995,0011000000000000000
251,"Hunted, The",Action,1995,0000000100000000000
252,I.Q.,Comedy|Romance,1994,0001010000000000000
253,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,1994,0000001000100000000
256,Junior,Comedy|Sci-Fi,1994,0001000000001000000
257,Just Cause,Mystery|Thriller,1995,0000000001010000000
258,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,1995,1011110000000000000
259,Kiss of Death,Crime|Drama|Thriller,1995,0000001011000000000
260,Star Wars: Episode IV - A New Hope (a.k.a. Star Wars),Action|Adventure|Sci-Fi,1977,1000000100001000000
261,Little Women,Drama,1994,0000001000000000000
262,"Little Princess, A",Children|Drama,1995,0010001000000000000
263,Ladybird Ladybird,Drama,1994,0000001000000000000
264,"Enfer, L'",Drama,1994,0000001000000000000
265,Like Water for Chocolate (Como agua para chocolate),Drama|Romance,1992,0000011000000000000
266,Legends of the Fall,Drama|Romance|War|Western,1994,0000011000000001001
270,Love Affair,Drama|Romance,1994,0000011000000000000
271,Losing Isaiah,Drama,1995,0000001000000000000
272,"Madness of King George, The",Comedy|Drama,1994,0001001000000000000
273,Frankenstein (Mary Shelley's Frankenstein),Drama|Horror,1994,0000001000100000000
275,Mixed Nuts,Comedy,1994,0001000000000000000
276,Milk Money,Comedy|Romance,1994,0001010000000000000
277,Miracle on 34th Street,Drama,1994,0000001000000000000
279,My Family,Drama,1995,0000001000000000000
280,Murder in the First,Drama|Thriller,1995,0000001001000000000
281,Nobody's Fool,Comedy|Drama|Romance,1994,0001011000000000000
282,Nell,Drama,1994,0000001000000000000
288,Natural Born Killers,Action|Crime|Thriller,1994,0000000111000000000
289,Only You,Comedy|Romance,1994,0001010000000000000
290,Once Were Warriors,Crime|Drama,1994,0000001010000000000
291,Poison Ivy II,Drama|Thriller,1996,0000001001000000000
292,Outbreak,Action|Drama|Sci-Fi|Thriller,1995,0000001101001000000
293,"Léon: The Professional (Léon) (Professional, The)",Crime|Drama|Romance|Thriller,1994,0000011011000000000
296,Pulp Fiction,Comedy|Crime|Drama,1994,0001001010000000000
298,Pushing Hands (Tui shou),Comedy|Drama,1992,0001001000000000000
299,Priest,Drama,1994,0000001000000000000
300,Quiz Show,Drama,1994,0000001000000000000
301,Picture Bride (Bijo photo),Drama|Romance,1994,0000011000000000000
302,Queen Margot (La Reine Margot),Drama|Romance,1994,0000011000000000000
303,"Quick and the Dead, The",Action|Adventure|Western,1995,1000000100000000001
305,Ready to Wear (Pret-A-Porter),Comedy,1994,0001000000000000000
306,Three Colors: Red (Trois couleurs: Rouge),Drama,1994,0000001000000000000
307,Three Colors: Blue (Trois couleurs: Bleu),Drama,1993,0000001000000000000
308,Three Colors: White (Trois couleurs: Blanc),Comedy|Drama,1994,0001001000000000000
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng)",Drama,1994,0000001000000000000
312,Stuart Saves His Family,Comedy,1995,0001000000000000000
314,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,1994,0010101000010000000
315,"Specialist, The",Action|Drama|Thriller,1994,0000001101000000000
316,Stargate,Action|Adventure|Sci-Fi,1994,1000000100001000000
317,"Santa Clause, The",Comedy|Drama|Fantasy,1994,0001101000000000000
318,"Shawshank Redemption, The",Drama,1994,0000001000000000000
319,Shallow Grave,Comedy|Drama|Thriller,1994,0001001001000000000
320,Suture,Film-Noir|Thriller,1993,0000000001000000010
321,Strawberry and Chocolate (Fresa y chocolate),Drama,1993,0000001000000000000
322,Swimming with Sharks,Comedy|Drama,1995,0001001000000000000
324,"Sum of Us, The",Comedy|Drama,1994,0001001000000000000
325,National Lampoon's Senior Trip,Comedy,1995,0001000000000000000
326,To Live (Huozhe),Drama,1994,0000001000000000000
327,Tank Girl,Action|Comedy|Musical|Sci-Fi,1995,0001000100001000100
328,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,1995,0000000001100000000
329,Star Trek: Generations,Action|Adventure|Drama|Sci-Fi,1994,1000001100001000000
332,Village of the Damned,Horror|Sci-Fi,1995,0000000000101000000
333,Tommy Boy,Comedy,1995,0001000000000000000
334,Vanya on 42nd Street,Drama,1994,0000001000000000000
337,What's Eating Gilbert Grape,Drama,1993,0000001000000000000
338,Virtuosity,Action|Sci-Fi|Thriller,1995,0000000101001000000
339,While You Were Sleeping,Comedy|Romance,1995,0001010000000000000
340,"War, The",Adventure|Drama|War,1994,1000001000000001000
342,Muriel's Wedding,Comedy,1994,0001000000000000000
344,Ace Ventura: Pet Detective,Comedy,1994,0001000000000000000
345,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,1994,0001001000000000000
346,Backbeat,Drama|Musical,1993,0000001000000000100
347,Bitter Moon,Drama|Film-Noir,1992,0000001000000000010
348,Bullets Over Broadway,Comedy,1994,0001000000000000000
349,Clear and Present Danger,Action|Adventure|Thriller,1994,1000000101000000000
350,"Client, The",Drama|Mystery|Thriller,1994,0000001001010000000
351,"Corrina, Corrina",Comedy|Drama|Romance,1994,0001011000000000000
352,Crooklyn,Comedy,1994,0001000000000000000
353,"Crow, The",Action|Crime|Fantasy|Thriller,1994,0000100111000000000
354,Cobb,Drama,1994,0000001000000000000
355,"Flintstones, The",Children|Comedy|Fantasy,1994,0011100000000000000
356,Forrest Gump,Comedy|Drama|Romance|War,1994,0001011000000001000
357,Four Weddings and a Funeral,Comedy|Romance,1994,0001010000000000000
358,Higher Learning,Drama,1995,0000001000000000000
361,It Could Happen to You,Comedy|Drama|Romance,1994,0001011000000000000
362,"Jungle Book, The",Adventure|Children|Romance,1994,1010010000000000000
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)",Documentary,1993,0000000000000010000
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical,1994,1110001000000000100
365,Little Buddha,Drama,1993,0000001000000000000
367,"Mask, The",Action|Comedy|Crime|Fantasy,1994,0001100110000000000
368,Maverick,Adventure|Comedy|Western,1994,1001000000000000001
369,Mrs. Parker and the Vicious Circle,Drama,1994,0000001000000000000
370,Naked Gun 33 1/3: The Final Insult,Action|Comedy,1994,0001000100000000000
371,"Paper, The",Comedy|Drama,1994,0001001000000000000
372,Reality Bites,Comedy|Drama|Romance,1994,0001011000000000000
373,Red Rock West,Thriller,1992,0000000001000000000
374,Richie Rich,Children|Comedy,1994,0011000000000000000
376,"River Wild, The",Action|Thriller,1994,0000000101000000000
377,Speed,Action|Romance|Thriller,1994,0000010101000000000
379,Timecop,Action|Sci-Fi|Thriller,1994,0000000101001000000
380,True Lies,Action|Adventure|Comedy|Romance|Thriller,1994,1001010101000000000
381,When a Man Loves a Woman,Drama,1994,0000001000000000000
382,Wolf,Drama|Horror|Romance|Thriller,1994,0000011001100000000
383,Wyatt Earp,Western,1994,0000000000000000001
389,"Colonel Chabert, Le",Drama|Romance|War,1994,0000011000000001000
390,Faster Pussycat! Kill! Kill!,Action|Comedy|Crime|Drama,1965,0001001110000000000
392,"Secret Adventures of Tom Thumb, The",Adventure|Animation,1993,1100000000000000000
393,Street Fighter,Action|Adventure|Fantasy,1994,1000100100000000000
394,Coldblooded,Comedy,1995,0001000000000000000
395,Desert Winds,Drama|Fantasy|Romance,1995,0000111000000000000
404,Brother Minister: The Assassination of Malcolm X,Documentary,1994,0000000000000010000
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),Action|Sci-Fi,1994,0000000100001000000
407,In the Mouth of Madness,Horror|Thriller,1995,0000000001100000000
410,Addams Family Values,Comedy,1993,0001000000000000000
412,"Age of Innocence, The",Drama,1993,0000001000000000000
413,Airheads,Comedy,1994,0001000000000000000
415,Another Stakeout,Comedy|Thriller,1993,0001000001000000000
416,Bad Girls,Western,1994,0000000000000000001
417,Barcelona,Comedy|Romance,1994,0001010000000000000
418,Being Human,Drama,1993,0000001000000000000
419,"Beverly Hillbillies, The",Comedy,1993,0001000000000000000
420,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,1994,0001000111000000000
421,Black Beauty,Adventure|Children,1994,1010000000000000000
422,Blink,Thriller,1994,0000000001000000000
423,Blown Away,Action|Thriller,1994,0000000101000000000
424,Blue Chips,Drama,1994,0000001000000000000
425,Blue Sky,Drama|Romance,1994,0000011000000000000
426,Body Snatchers,Horror|Sci-Fi|Thriller,1993,0000000001101000000
427,Boxing Helena,Drama|Mystery|Romance|Thriller,1993,0000011001010000000
428,"Bronx Tale, A",Drama,1993,0000001000000000000
431,Carlito's Way,Crime|Drama,1993,0000001010000000000
432,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,1994,1001000000000000001
433,Clean Slate,Comedy,1994,0001000000000000000
434,Cliffhanger,Action|Adventure|Thriller,1993,1000000101000000000
435,Coneheads,Comedy|Sci-Fi,1993,0001000000001000000
436,Color of Night,Drama|Thriller,1994,0000001001000000000
440,Dave,Comedy|Romance,1993,0001010000000000000
441,Dazed and Confused,Comedy,1993,0001000000000000000
442,Demolition Man,Action|Adventure|Sci-Fi,1993,1000000100001000000
443,"Endless Summer 2, The",Documentary,1994,0000000000000010000
444,Even Cowgirls Get the Blues,Comedy|Romance,1993,0001010000000000000
445,Fatal Instinct,Comedy,1993,0001000000000000000
446,Farewell My Concubine (Ba wang bie ji),Drama|Romance,1993,0000011000000000000
448,Fearless,Drama,1993,0000001000000000000
451,Flesh and Bone,Drama|Mystery|Romance,1993,0000011000010000000
454,"Firm, The",Drama|Thriller,1993,0000001001000000000
455,Free Willy,Adventure|Children|Drama,1993,1010001000000000000
456,Fresh,Crime|Drama|Thriller,1994,0000001011000000000
457,"Fugitive, The",Thriller,1993,0000000001000000000
458,Geronimo: An American Legend,Drama|Western,1993,0000001000000000001
459,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,1994,1000011111000000000
460,Getting Even with Dad,Comedy,1994,0001000000000000000
461,Go Fish,Drama|Romance,1994,0000011000000000000
464,Hard Target,Action|Adventure|Crime|Thriller,1993,1000000111000000000
465,Heaven & Earth,Action|Drama|War,1993,0000001100000001000
466,Hot Shots! Part Deux,Action|Comedy|War,1993,0001000100000001000
467,Live Nude Girls,Comedy,1995,0001000000000000000
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,1995,0001010000000000000
469,"House of the Spirits, The",Drama|Romance,1993,0000011000000000000
470,House Party 3,Comedy,1994,0001000000000000000
471,"Hudsucker Proxy, The",Comedy|Drama|Fantasy|Romance,1994,0001111000000000000
472,I'll Do Anything,Comedy|Drama,1994,0001001000000000000
474,In the Line of Fire,Action|Thriller,1993,0000000101000000000
475,In the Name of the Father,Drama,1993,0000001000000000000
477,What's Love Got to Do with It?,Drama|Musical,1993,0000001000000000100
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993,1000000101001000000
481,Kalifornia,Drama|Thriller,1993,0000001001000000000
482,Killing Zoe,Action|Crime,1994,0000000110000000000
483,King of the Hill,Drama,1993,0000001000000000000
484,Lassie,Adventure|Children,1994,1010000000000000000
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993,1001100100000000000
488,M. Butterfly,Drama,1993,0000001000000000000
489,Made in America,Comedy,1993,0001000000000000000
490,Malice,Thriller,1993,0000000001000000000
491,"Man Without a Face, The",Drama,1993,0000001000000000000
492,Manhattan Murder Mystery,Comedy|Mystery,1993,0001000000010000000
493,Menace II Society,Action|Crime|Drama,1993,0000001110000000000
494,Executive Decision,Action|Adventure|Thriller,1996,1000000101000000000
495,In the Realm of the Senses (Ai no corrida),Drama,1976,0000001000000000000
496,What Happened Was...,Comedy|Drama|Romance,1994,0001011000000000000
497,Much Ado About Nothing,Comedy|Romance,1993,0001010000000000000
499,Mr. Wonderful,Comedy|Romance,1993,0001010000000000000
500,Mrs. Doubtfire,Comedy|Drama,1993,0001001000000000000
501,Naked,Drama,1993,0000001000000000000
502,"Next Karate Kid, The",Action|Children,1994,0010000100000000000
503,"New Age, The",Drama,1994,0000001000000000000
504,No Escape,Action|Sci-Fi,1994,0000000100001000000
505,North,Comedy,1994,0001000000000000000
506,Orlando,Drama,1992,0000001000000000000
507,"Perfect World, A",Crime|Drama|Thriller,1993,0000001011000000000
508,Philadelphia,Drama,1993,0000001000000000000
509,"Piano, The",Drama|Romance,1993,0000011000000000000
511,"Program, The",Action|Drama,1993,0000001100000000000
512,"Puppet Masters, The",Horror|Sci-Fi,1994,0000000000101000000
513,Radioland Murders,Comedy|Mystery|Romance,1994,0001010000010000000
514,"Ref, The",Comedy,1994,0001000000000000000
515,"Remains of the Day, The",Drama|Romance,1993,0000011000000000000
516,Renaissance Man,Comedy|Drama,1994,0001001000000000000
517,Rising Sun,Action|Drama|Mystery,1993,0000001100010000000
518,"Road to Wellville, The",Comedy,1994,0001000000000000000
519,RoboCop 3,Crime|Sci-Fi|Thriller,1993,0000000011001000000
520,Robin Hood: Men in Tights,Comedy,1993,0001000000000000000
521,Romeo Is Bleeding,Crime|Thriller,1993,0000000011000000000
522,Romper Stomper,Action|Drama,1992,0000001100000000000
523,Ruby in Paradise,Drama,1993,0000001000000000000
524,Rudy,Drama,1993,0000001000000000000
527,Schindler's List,Drama|War,1993,0000001000000001000
529,Searching for Bobby Fischer,Drama,1993,0000001000000000000
531,"Secret Garden, The",Children|Drama,1993,0010001000000000000
532,Serial Mom,Comedy|Crime|Horror,1994,0001000010100000000
533,"Shadow, The",Action|Adventure|Fantasy|Mystery,1994,1000100100010000000
534,Shadowlands,Drama|Romance,1993,0000011000000000000
535,Short Cuts,Drama,1993,0000001000000000000
536,"Simple Twist of Fate, A",Drama,1994,0000001000000000000
537,Sirens,Drama,1994,0000001000000000000
538,Six Degrees of Separation,Drama,1993,0000001000000000000
539,Sleepless in Seattle,Comedy|Drama|Romance,1993,0001011000000000000
540,Sliver,Thriller,1993,0000000001000000000
541,Blade Runner,Adventure|Drama|Film-Noir|Sci-Fi|Thriller,1982,1000001001001000010
542,Son in Law,Comedy,1993,0001000000000000000
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993,0001010001000000000
544,Striking Distance,Action|Crime,1993,0000000110000000000
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,1011100100001000000
547,Surviving the Game,Action|Adventure|Thriller,1994,1000000101000000000
548,Terminal Velocity,Action|Mystery|Thriller,1994,0000000101010000000
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,1993,0000001000000000100
550,Threesome,Comedy|Romance,1994,0001010000000000000
551,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,1993,0110100000000000100
552,"Three Musketeers, The",Action|Adventure|Comedy,1993,1001000100000000000
553,Tombstone,Action|Drama|Western,1993,0000001100000000001
554,Trial by Jury,Crime|Drama|Thriller,1994,0000001011000000000
555,True Romance,Action|Crime|Romance,1993,0000010110000000000
556,"War Room, The",Documentary,1993,0000000000000010000
558,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,1994,1110100100000000000
559,"Paris, France",Comedy,1993,0001000000000000000
562,Welcome to the Dollhouse,Comedy|Drama,1995,0001001000000000000
563,Germinal,Drama,1993,0000001000000000000
565,Cronos,Action|Drama|Horror,1993,0000001100100000000
567,Kika,Comedy|Drama,1993,0001001000000000000
568,Bhaji on the Beach,Comedy|Drama,1993,0001001000000000000
574,Spanking the Monkey,Comedy|Drama,1994,0001001000000000000
581,"Celluloid Closet, The",Documentary,1995,0000000000000010000
585,"Brady Bunch Movie, The",Comedy,1995,0001000000000000000
586,Home Alone,Children|Comedy,1990,0011000000000000000
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990,0001111001000000000
